"   ","GPMS_ID","REGION","COUNTRY"
"771","000603","US","US"
"772","001462","US","US"
"773","003826","US","US"
"774","004721","US","US"
"775","001187","US","US"
"776","000180","US","US"
"777","300517","EU","EU"
"778","301139","EU","EU"
"779","100255","CA","CA"
"780","001125","US","US"
"781","000457","US","US"
"782","001800","EU","EU"
"783","001018","EU","EU"
"784","002989","US","US"
"785","000968","US","US"
"786","100507","CA","CA"
"787","001198","CA","CA"
"788","000100","US","US"
"789","100254","CA","CA"
"790","001062","EU","EU"
"791","300200","EU","EU"
"792","000288","US","US"
"793","002130","US","US"
"794","304490","US","US"
"795","001452","EU","EU"
"796","300872","EU","EU"
"797","000522","US","US"
"798","002290","EU","EU"
"799","000337","US","US"
"800","000672","US","US"
"801","000348","US","US"
"802","302475","EU","EU"
"803","000624","US","US"
"804","300921","EU","EU"
"805","001404","CA","CA"
"806","001892","CA","CA"
"807","300226","EU","EU"
"808","002245","EU","EU"
"809","000368","US","US"
"810","002366","US","US"
"811","002988","US","US"
"812","001215","US","US"
"813","000527","US","US"
"814","004351","US","US"
"815","000969","US","US"
"816","001305","US","US"
"817","300541","EU","EU"
"818","100379","CA","CA"
"819","003960","US","US"
"820","000109","US","US"
